,_id,temperature,humidity,CO,CO2,NO2,O3,SO2,er_init_sensor,er_read_sensor,er_out_of_range,er_system,type,device_id,sampling_interval,PM2_5,PM10_0,time
130,6169c37654811a287028c153,21.96,92.82,0.087,485.0,0.0,0.003,0.001,0,0,0,0,envitus,70B3D509805D,60,9.0,9.0,2021-10-15 18:07:46
131,616d63a7e66c30339e54030d,20.68,89.56,1.142,501.0,0.0,0.003,0.005,0,0,0,0,envitus,70B3D509805D,60,17.0,18.0,2021-10-18 12:08:05
132,616693ea54811a28701ee1ee,24.8,83.22,0.57,459.0,0.0,0.003,0.001,0,0,0,0,envitus,70B3D509805D,60,33.0,38.0,2021-10-13 08:08:07
133,618483ec20be12f18c9702f1,27.46,82.27,0.47,479.0,0.0,0.004,0.001,0,0,0,0,envitus,70B3D509805D,60,46.0,59.0,2021-11-05 01:07:53
134,618002da20be12f18c8e33e1,23.51,83.96,0.672,518.0,0.0,0.003,0.002,0,0,0,0,envitus,70B3D509805D,60,25.0,26.0,2021-11-01 15:08:07
135,61657a9d54811a28701b57db,26.46,60.72,0.359,456.0,0.0,0.002,0.001,0,0,0,0,envitus,70B3D509805D,60,36.0,41.0,2021-10-12 12:07:55
136,617d519520be12f18c864d40,21.32,87.04,0.501,481.0,0.0,0.003,0.002,0,0,0,0,envitus,70B3D509805D,60,20.0,21.0,2021-10-30 14:07:14
137,61801ec120be12f18c8e7f08,23.4,83.22,0.381,507.0,0.0,0.002,0.002,0,0,0,0,envitus,70B3D509805D,60,21.0,22.0,2021-11-01 17:07:10
138,617f59df20be12f18c8c59a2,22.43,88.38,0.807,518.0,0.0,0.003,0.005,0,0,0,0,envitus,70B3D509805D,60,21.0,22.0,2021-11-01 03:07:08
139,6174a3e3e66c30339e6c8158,21.59,66.87,0.278,468.0,0.0,0.003,0.001,0,0,0,0,envitus,70B3D509805D,60,37.0,44.0,2021-10-24 00:08:00
140,617030a8e66c30339e5bd910,27.15,84.51,0.387,470.0,0.0,0.004,0.001,0,0,0,0,envitus,70B3D509805D,60,46.0,58.0,2021-10-20 15:07:16
141,61849fdd20be12f18c976318,30.53,67.37,0.23,444.0,0.0,0.002,0.001,0,0,0,0,envitus,70B3D509805D,60,31.0,34.0,2021-11-05 03:07:06
142,616e7cb6e66c30339e570104,27.35,72.63,0.449,467.0,0.0,0.002,0.002,0,0,0,0,envitus,70B3D509805D,60,41.0,48.0,2021-10-19 08:07:15
143,61740900e66c30339e69cc9f,24.18,63.72,1.25,471.0,0.0,0.003,0.004,0,0,0,0,envitus,70B3D509805D,60,58.0,68.0,2021-10-23 13:07:09
144,616badba074ea276ed71fe14,23.19,64.09,0.32,482.0,0.0,0.002,0.002,0,0,0,3072,envitus,70B3D509805D,60,4.0,4.0,2021-10-17 04:07:33
145,616871ca54811a287024d102,21.85,92.0,0.157,476.0,0.0,0.003,0.0,0,0,0,0,envitus,70B3D509805D,60,20.0,21.0,2021-10-14 18:07:02
146,6169b57454811a2870289798,21.86,93.64,0.09,483.0,0.0,0.003,0.0,0,0,0,0,envitus,70B3D509805D,60,9.0,9.0,2021-10-15 17:08:00
147,61723910e66c30339e61d43d,22.06,64.42,0.368,467.0,0.0,0.002,0.001,0,0,0,0,envitus,70B3D509805D,60,9.0,10.0,2021-10-22 04:07:41
148,6163563354811a2870145ea6,24.93,90.58,0.162,485.0,0.0,0.003,0.0,0,0,0,0,envitus,70B3D509805D,60,19.0,21.0,2021-10-10 21:08:00
149,6173280de66c30339e65d14c,20.63,64.17,0.095,462.0,0.0,0.002,0.0,0,0,0,0,envitus,70B3D509805D,60,20.0,20.0,2021-10-22 21:07:22
150,61742540e66c30339e6a4cdd,23.51,65.45,0.794,475.0,0.0,0.003,0.001,0,0,0,0,envitus,70B3D509805D,60,87.0,94.0,2021-10-23 15:07:41
151,616d396be66c30339e53947d,20.11,91.41,0.443,482.0,0.0,0.003,0.001,0,0,0,0,envitus,70B3D509805D,60,9.0,9.0,2021-10-18 09:07:52
152,6176118be66c30339e72b784,25.75,57.91,0.544,457.0,0.0,0.0,0.001,0,0,0,0,envitus,70B3D509805D,60,52.0,65.0,2021-10-25 02:08:08
153,617e86ed20be12f18c89edd3,22.72,88.17,0.98,502.0,0.0,0.003,0.004,0,0,0,0,envitus,70B3D509805D,60,45.0,57.0,2021-10-31 12:07:05
154,6185f15c20be12f18c9bc349,29.55,74.97,0.366,438.0,0.0,0.003,0.001,0,0,0,0,envitus,70B3D509805D,60,40.0,50.0,2021-11-06 03:07:05
155,617d195d20be12f18c859992,21.0,87.43,0.587,479.0,0.0,0.002,0.002,0,0,0,0,envitus,70B3D509805D,60,13.0,14.0,2021-10-30 10:07:22
156,6171f2dae66c30339e6103a3,21.73,68.78,0.19,472.0,0.0,0.003,0.001,0,0,0,0,envitus,70B3D509805D,60,6.0,6.0,2021-10-21 23:08:07
157,61870ad920be12f18c9fafda,26.53,87.23,0.192,445.0,0.0,0.003,0.001,0,0,0,0,envitus,70B3D509805D,60,32.0,37.0,2021-11-06 23:08:05
158,616acbe9074ea276ed70ceed,20.87,86.33,0.287,485.0,0.0,0.003,0.0,0,0,0,3072,envitus,70B3D509805D,60,4.0,4.0,2021-10-16 12:44:57
159,61631df954811a287013c950,24.79,91.93,0.192,480.0,0.0,0.003,0.001,0,0,0,0,envitus,70B3D509805D,60,11.0,12.0,2021-10-10 17:08:06
160,6172fdfbe66c30339e6513d7,20.77,63.58,0.102,462.0,0.0,0.002,0.001,0,0,0,0,envitus,70B3D509805D,60,27.0,28.0,2021-10-22 18:07:52
161,616eed4ee66c30339e5851f0,25.16,84.09,1.435,521.0,0.0,0.004,0.007,0,0,0,0,envitus,70B3D509805D,60,82.0,89.0,2021-10-19 16:07:38
162,6162bb5854811a287012b347,24.74,92.81,0.318,465.0,0.0,0.003,0.002,0,0,0,0,envitus,70B3D509805D,60,12.0,12.0,2021-10-10 10:07:17
163,6168399254811a2870242070,22.05,90.3,0.209,477.0,0.0,0.003,0.001,0,0,0,0,envitus,70B3D509805D,60,10.0,11.0,2021-10-14 14:07:11
164,61867e1c20be12f18c9dc449,27.65,79.44,0.329,428.0,0.0,0.003,0.001,0,0,0,0,envitus,70B3D509805D,60,52.0,66.0,2021-11-06 13:07:36
165,616339eb54811a2870141450,25.18,90.73,0.161,485.0,0.0,0.002,0.001,0,0,0,0,envitus,70B3D509805D,60,14.0,15.0,2021-10-10 19:07:20
166,618645d120be12f18c9cf662,31.42,65.78,0.238,404.0,0.0,0.0,0.001,0,0,0,0,envitus,70B3D509805D,60,32.0,39.0,2021-11-06 09:07:26
167,6184ae2020be12f18c9795fb,31.26,65.58,0.267,441.0,0.0,0.001,0.001,0,0,0,0,envitus,70B3D509805D,60,30.0,32.0,2021-11-05 04:07:56
168,616c3c579d4daad11f44d9bd,20.89,79.77,0.269,481.0,0.0,0.003,0.0,0,0,0,0,envitus,70B3D509805D,60,11.0,10.0,2021-10-17 15:08:04
169,616e2844e66c30339e5611a9,22.93,83.88,0.931,496.0,0.0,0.003,0.001,0,0,0,0,envitus,70B3D509805D,60,17.0,18.0,2021-10-19 02:06:57
170,616eb4e6e66c30339e57a65c,25.33,82.33,1.927,507.0,0.0,0.003,0.013,0,0,0,0,envitus,70B3D509805D,60,63.0,72.0,2021-10-19 12:07:00
171,61664d8e54811a28701dfcda,27.21,62.31,0.378,450.0,0.0,0.002,0.002,0,0,0,0,envitus,70B3D509805D,60,23.0,25.0,2021-10-13 03:07:54
172,6172a96be66c30339e638daf,21.34,60.86,0.512,466.0,0.0,0.002,0.001,0,0,0,0,envitus,70B3D509805D,60,35.0,41.0,2021-10-22 12:07:03
173,617cef3a20be12f18c8512ee,21.51,83.79,0.348,479.0,0.0,0.002,0.002,0,0,0,0,envitus,70B3D509805D,60,8.0,9.0,2021-10-30 07:07:35
174,617d439820be12f18c862258,21.33,85.72,0.454,480.0,0.0,0.003,0.001,0,0,0,0,envitus,70B3D509805D,60,14.0,16.0,2021-10-30 13:07:33
175,6164dfe754811a2870193d86,26.88,64.94,0.488,476.0,0.0,0.002,0.001,0,0,0,0,envitus,70B3D509805D,60,25.0,26.0,2021-10-12 01:07:48
176,616c74959d4daad11f45785e,19.79,87.43,0.134,481.0,0.0,0.003,0.0,0,0,0,0,envitus,70B3D509805D,60,19.0,21.0,2021-10-17 19:08:02
177,616d1d2be66c30339e534966,20.07,90.91,0.319,484.0,0.0,0.003,0.001,0,0,0,0,envitus,70B3D509805D,60,11.0,13.0,2021-10-18 07:07:19
178,61706913e66c30339e5c7989,26.94,87.08,0.212,478.0,0.0,0.005,0.002,0,0,0,0,envitus,70B3D509805D,60,53.0,66.0,2021-10-20 19:08:00
179,61696f1e54811a287027b957,22.05,92.7,0.601,489.0,0.0,0.003,0.003,0,0,0,0,envitus,70B3D509805D,60,7.0,8.0,2021-10-15 12:07:55
180,616e98fde66c30339e575262,26.09,78.19,1.183,482.0,0.0,0.002,0.004,0,0,0,0,envitus,70B3D509805D,60,43.0,54.0,2021-10-19 10:07:54
181,6167126754811a2870207b22,24.69,80.91,0.037,461.0,0.0,0.003,0.0,0,0,0,0,envitus,70B3D509805D,60,26.0,26.0,2021-10-13 17:07:48
182,6162ad5c54811a2870128932,24.63,92.78,0.244,461.0,0.0,0.003,0.0,0,0,0,0,envitus,70B3D509805D,60,11.0,12.0,2021-10-10 09:07:38
183,61842f8020be12f18c960864,25.51,87.08,0.186,473.0,0.0,0.004,0.001,0,0,0,0,envitus,70B3D509805D,60,45.0,55.0,2021-11-04 19:07:40
184,6184218720be12f18c95decd,25.66,85.6,0.168,474.0,0.0,0.004,0.001,0,0,0,0,envitus,70B3D509805D,60,41.0,53.0,2021-11-04 18:08:04
185,6164fc0754811a2870199e1c,26.77,63.28,0.403,467.0,0.0,0.0,0.002,0,0,0,0,envitus,70B3D509805D,60,21.0,22.0,2021-10-12 03:07:47
186,616b14d9074ea276ed71b46d,21.09,78.96,0.108,484.0,0.0,0.003,0.0,0,0,0,0,envitus,70B3D509805D,60,0.0,0.0,2021-10-16 18:07:18
187,616c583b9d4daad11f45284c,20.61,79.18,0.138,480.0,0.0,0.003,0.001,0,0,0,0,envitus,70B3D509805D,60,10.0,10.0,2021-10-17 17:07:05
188,6164edd854811a2870196cf2,26.8,62.3,0.304,465.0,0.0,0.0,0.002,0,0,0,0,envitus,70B3D509805D,60,15.0,16.0,2021-10-12 02:07:17
189,6173a6bde66c30339e680ee6,26.78,46.19,0.108,443.0,0.0,0.0,0.0,0,0,0,0,envitus,70B3D509805D,60,34.0,39.0,2021-10-23 06:07:54
190,616d2b31e66c30339e536f32,19.82,91.27,0.306,480.0,0.0,0.003,0.001,0,0,0,0,envitus,70B3D509805D,60,8.0,9.0,2021-10-18 08:07:09
191,61752249e66c30339e6ea711,28.43,49.98,0.328,433.0,0.0,0.0,0.0,0,0,0,0,envitus,70B3D509805D,60,43.0,53.0,2021-10-24 09:07:18
192,6168d47654811a287025f6fc,22.06,92.42,0.804,487.0,0.0,0.003,0.002,0,0,0,0,envitus,70B3D509805D,60,9.0,9.0,2021-10-15 01:08:03
193,61714a13e66c30339e5f28bc,22.62,68.36,0.633,472.0,0.0,0.002,0.001,0,0,0,0,envitus,70B3D509805D,60,8.0,9.0,2021-10-21 11:08:00
194,61746b75e66c30339e6b8999,22.07,66.7,0.182,466.0,0.0,0.003,0.0,0,0,0,0,envitus,70B3D509805D,60,101.0,110.0,2021-10-23 20:07:14
195,617ef77420be12f18c8b3340,22.04,89.76,0.198,504.0,0.0,0.003,0.001,0,0,0,0,envitus,70B3D509805D,60,21.0,21.0,2021-10-31 20:07:13
196,6163f0ec54811a2870162f13,24.12,90.93,0.469,490.0,0.0,0.002,0.001,0,0,0,0,envitus,70B3D509805D,60,12.0,13.0,2021-10-11 08:08:10
197,61859d0720be12f18c9aaa10,25.66,89.04,0.168,447.0,0.0,0.004,0.002,0,0,0,0,envitus,70B3D509805D,60,40.0,50.0,2021-11-05 21:07:15
198,616be7b69d4daad11f43ee9a,23.12,69.18,0.676,481.0,0.0,0.002,0.001,0,0,0,0,envitus,70B3D509805D,60,9.0,9.0,2021-10-17 09:06:59
199,6163d4c554811a287015ce69,24.67,90.23,0.499,490.0,0.0,0.003,0.002,0,0,0,0,envitus,70B3D509805D,60,13.0,15.0,2021-10-11 06:08:01
200,618564fb20be12f18c99f224,26.04,86.8,0.21,444.0,0.0,0.004,0.003,0,0,0,0,envitus,70B3D509805D,60,43.0,53.0,2021-11-05 17:08:08
201,6181e0ec20be12f18c9315e7,23.14,84.93,1.347,550.0,0.0,0.002,0.008,0,0,0,0,envitus,70B3D509805D,60,49.0,62.0,2021-11-03 01:07:54
202,617dde2b20be12f18c880062,21.76,85.37,0.536,492.0,0.0,0.003,0.001,0,0,0,0,envitus,70B3D509805D,60,36.0,44.0,2021-10-31 00:07:04
203,6180ab6120be12f18c8ffa15,23.29,86.43,0.911,526.0,0.0,0.003,0.004,0,0,0,0,envitus,70B3D509805D,60,43.0,53.0,2021-11-02 03:07:10
204,61705ae9e66c30339e5c5114,26.94,86.93,0.218,478.0,0.0,0.005,0.001,0,0,0,0,envitus,70B3D509805D,60,55.0,69.0,2021-10-20 18:07:35
205,617d7bc320be12f18c86cf44,20.96,89.43,0.273,483.0,0.0,0.002,0.0,0,0,0,0,envitus,70B3D509805D,60,20.0,20.0,2021-10-30 17:07:12
206,617d6dda20be12f18c86a463,20.98,89.13,0.36,483.0,0.0,0.003,0.002,0,0,0,0,envitus,70B3D509805D,60,21.0,22.0,2021-10-30 16:07:52
207,61691a9e54811a287026e786,22.91,90.4,0.291,479.0,0.0,0.003,0.002,0,0,0,0,envitus,70B3D509805D,60,8.0,8.0,2021-10-15 06:07:23
208,61725511e66c30339e6229cb,23.08,58.19,0.141,458.0,0.0,0.002,0.0,0,0,0,0,envitus,70B3D509805D,60,5.0,5.0,2021-10-22 06:07:10
209,6183080a20be12f18c940da6,24.69,85.71,0.259,489.0,0.0,0.003,0.0,0,0,0,0,envitus,70B3D509805D,60,39.0,47.0,2021-11-03 22:07:03
210,616efb3ae66c30339e587926,25.0,85.42,1.742,536.0,0.0,0.003,0.006,0,0,0,0,envitus,70B3D509805D,60,93.0,99.0,2021-10-19 17:07:03
211,6173defae66c30339e690eb2,27.56,50.96,0.603,448.0,0.0,0.002,0.001,0,0,0,0,envitus,70B3D509805D,60,47.0,58.0,2021-10-23 10:07:50
212,6165cecf54811a28701c73c8,25.18,64.4,0.165,465.0,0.0,0.003,0.001,0,0,0,0,envitus,70B3D509805D,60,26.0,29.0,2021-10-12 18:07:08
213,617db42f20be12f18c877e2a,21.12,88.43,0.316,486.0,0.0,0.003,0.002,0,0,0,0,envitus,70B3D509805D,60,33.0,38.0,2021-10-30 21:07:56
214,616509f554811a287019ce55,27.58,61.57,0.345,459.0,0.0,0.001,0.002,0,0,0,0,envitus,70B3D509805D,60,19.0,19.0,2021-10-12 04:07:14
215,618129f520be12f18c914ccc,23.43,86.2,0.986,521.0,0.0,0.003,0.006,0,0,0,0,envitus,70B3D509805D,60,29.0,32.0,2021-11-02 12:07:14
216,6185730720be12f18c9a2047,25.95,87.49,0.153,444.0,0.0,0.004,0.001,0,0,0,0,envitus,70B3D509805D,60,40.0,50.0,2021-11-05 18:08:04
217,61755a9fe66c30339e6f9d98,24.3,67.77,0.626,451.0,0.0,0.003,0.002,0,0,0,0,envitus,70B3D509805D,60,51.0,63.0,2021-10-24 13:07:40
218,616ea6f9e66c30339e577c7d,25.57,80.56,1.87,496.0,0.0,0.003,0.008,0,0,0,0,envitus,70B3D509805D,60,53.0,66.0,2021-10-19 11:07:34
219,617f921720be12f18c8d00d6,23.86,83.05,0.642,499.0,0.0,0.003,0.002,0,0,0,0,envitus,70B3D509805D,60,18.0,20.0,2021-11-01 07:07:01
220,61711fece66c30339e5eb94c,23.33,67.82,0.497,467.0,0.0,0.0,0.001,0,0,0,0,envitus,70B3D509805D,60,3.0,4.0,2021-10-21 08:08:08
221,616f1787e66c30339e58c90d,24.77,85.94,0.584,505.0,0.0,0.003,0.001,0,0,0,0,envitus,70B3D509805D,60,81.0,87.0,2021-10-19 19:07:48
222,61703ea8e66c30339e5c0082,26.9,86.42,0.345,475.0,0.0,0.004,0.001,0,0,0,0,envitus,70B3D509805D,60,49.0,63.0,2021-10-20 16:07:02
223,616ed13ee66c30339e57fdde,25.21,83.43,1.519,516.0,0.0,0.003,0.01,0,0,0,0,envitus,70B3D509805D,60,72.0,79.0,2021-10-19 14:07:55
224,61744f81e66c30339e6b0d19,22.48,64.14,0.113,461.0,0.0,0.003,0.0,0,0,0,0,envitus,70B3D509805D,60,37.0,44.0,2021-10-23 18:07:58
225,6167c94a54811a287022b7f8,23.51,82.19,0.208,463.0,0.0,0.003,0.0,0,0,0,0,envitus,70B3D509805D,60,5.0,5.0,2021-10-14 06:08:06
226,6173faf3e66c30339e698d45,24.66,59.29,0.603,458.0,0.0,0.002,0.001,0,0,0,0,envitus,70B3D509805D,60,50.0,63.0,2021-10-23 12:07:12
227,61844b8c20be12f18c965919,25.41,87.99,0.206,481.0,0.0,0.004,0.002,0,0,0,0,envitus,70B3D509805D,60,51.0,65.0,2021-11-04 21:07:20
228,6184f47520be12f18c987cb1,32.33,61.43,0.232,433.0,0.0,0.0,0.001,0,0,0,0,envitus,70B3D509805D,60,30.0,33.0,2021-11-05 09:08:01
229,6166be1d54811a28701f6b2f,24.19,87.96,1.268,469.0,0.0,0.005,0.008,0,0,0,0,envitus,70B3D509805D,60,36.0,45.0,2021-10-13 11:08:10
230,61852c7920be12f18c9932ac,27.71,75.34,0.335,427.0,0.0,0.003,0.002,0,0,0,0,envitus,70B3D509805D,60,41.0,49.0,2021-11-05 13:07:02
231,61719e6ae66c30339e601963,22.11,72.5,0.231,472.0,0.0,0.002,0.0,0,0,0,0,envitus,70B3D509805D,60,23.0,26.0,2021-10-21 17:07:50
232,616f41c0e66c30339e593e83,24.55,87.09,0.401,522.0,0.0,0.003,0.001,0,0,0,0,envitus,70B3D509805D,60,71.0,78.0,2021-10-19 22:07:57
233,6185c74d20be12f18c9b3678,26.18,87.42,0.329,452.0,0.0,0.004,0.001,0,0,0,0,envitus,70B3D509805D,60,41.0,52.0,2021-11-06 00:07:38
234,6184d81e20be12f18c9822fb,32.63,61.22,0.258,426.0,0.0,0.0,0.002,0,0,0,0,envitus,70B3D509805D,60,30.0,32.0,2021-11-05 07:07:07
235,616f9609e66c30339e5a282a,31.84,65.42,0.185,457.0,0.0,0.002,0.0,0,0,0,0,envitus,70B3D509805D,60,38.0,46.0,2021-10-20 04:07:35
236,6170853ae66c30339e5cc9ab,26.65,88.59,0.426,476.0,0.202,0.012,0.003,0,0,0,0,envitus,70B3D509805D,60,51.0,64.0,2021-10-20 21:08:06
237,6172c590e66c30339e640ea9,20.96,63.11,0.463,464.0,0.0,0.002,0.001,0,0,0,0,envitus,70B3D509805D,60,42.0,51.0,2021-10-22 14:07:09
238,6180815920be12f18c8f894d,22.88,87.7,0.795,530.0,0.0,0.003,0.004,0,0,0,0,envitus,70B3D509805D,60,35.0,44.0,2021-11-02 00:07:50
239,6180d5b420be12f18c906c0d,24.08,86.47,0.805,517.0,0.0,0.003,0.004,0,0,0,0,envitus,70B3D509805D,60,38.0,45.0,2021-11-02 06:07:46
240,61655e7d54811a28701afc5a,31.11,51.04,0.511,443.0,0.0,0.0,0.001,0,0,0,0,envitus,70B3D509805D,60,19.0,21.0,2021-10-12 10:07:54
241,6165f91854811a28701cf56e,24.55,72.61,0.175,475.0,0.0,0.002,0.001,0,0,0,0,envitus,70B3D509805D,60,26.0,29.0,2021-10-12 21:07:33
242,618653cf20be12f18c9d29c2,30.35,69.04,0.63,413.0,0.0,0.001,0.004,0,0,0,0,envitus,70B3D509805D,60,36.0,43.0,2021-11-06 10:07:08
243,617f682020be12f18c8c85bc,22.64,87.81,0.722,520.0,0.0,0.003,0.002,0,0,0,0,envitus,70B3D509805D,60,18.0,20.0,2021-11-01 04:07:57
244,6184134c20be12f18c95b2ef,25.76,84.17,0.287,477.0,0.0,0.004,0.002,0,0,0,0,envitus,70B3D509805D,60,50.0,62.0,2021-11-04 17:07:21
245,616af8e7074ea276ed715bbd,20.51,84.37,0.157,485.0,0.0,0.003,0.0,0,0,0,0,envitus,70B3D509805D,60,0.0,0.0,2021-10-16 16:08:04
246,617dc22520be12f18c87a983,21.18,87.64,0.333,484.0,0.0,0.003,0.001,0,0,0,0,envitus,70B3D509805D,60,30.0,34.0,2021-10-30 22:07:30
247,6163724054811a287014a873,24.69,90.49,0.224,487.0,0.0,0.002,0.001,0,0,0,0,envitus,70B3D509805D,60,2.0,2.0,2021-10-10 23:07:42
248,61698b2754811a28702811f0,21.91,93.11,0.245,486.0,0.0,0.003,0.001,0,0,0,0,envitus,70B3D509805D,60,5.0,6.0,2021-10-15 14:07:33
249,616f2588e66c30339e58f004,24.75,86.38,0.458,507.0,0.0,0.003,0.001,0,0,0,0,envitus,70B3D509805D,60,77.0,84.0,2021-10-19 20:07:32
250,61736e54e66c30339e670fea,22.41,57.26,0.403,471.0,0.0,0.002,0.0,0,0,0,0,envitus,70B3D509805D,60,34.0,41.0,2021-10-23 02:07:13
251,61751439e66c30339e6e6997,28.77,49.35,0.34,436.0,0.0,0.0,0.001,0,0,0,0,envitus,70B3D509805D,60,44.0,53.0,2021-10-24 08:07:18
252,61697cf854811a287027e51e,21.98,92.83,0.247,482.0,0.0,0.003,0.001,0,0,0,0,envitus,70B3D509805D,60,7.0,7.0,2021-10-15 13:07:00
253,618394ad20be12f18c944ab6,33.08,56.56,0.136,424.0,0.0,0.0,0.001,0,0,0,0,envitus,70B3D509805D,60,14.0,15.0,2021-11-04 08:07:06
254,6182cff720be12f18c93f64d,25.38,85.21,0.148,483.0,0.0,0.004,0.001,0,0,0,0,envitus,70B3D509805D,60,41.0,51.0,2021-11-03 18:07:48
255,616db7f8e66c30339e54e7e9,21.08,89.44,0.238,498.0,0.0,0.003,0.001,0,0,0,0,envitus,70B3D509805D,60,26.0,28.0,2021-10-18 18:07:49
256,6167589b54811a2870214f2d,22.96,89.74,0.092,467.0,0.0,0.003,0.002,0,0,0,0,envitus,70B3D509805D,60,27.0,29.0,2021-10-13 22:07:20
257,616fb244e66c30339e5a767f,33.18,61.62,0.139,445.0,0.0,0.001,0.001,0,0,0,0,envitus,70B3D509805D,60,29.0,32.0,2021-10-20 06:08:01
258,61853ab720be12f18c99615a,27.15,78.36,0.358,433.0,0.0,0.003,0.002,0,0,0,0,envitus,70B3D509805D,60,40.0,50.0,2021-11-05 14:07:47
259,6164d1ac54811a287019108b,24.68,73.68,0.446,492.0,0.0,0.002,0.0,0,0,0,0,envitus,70B3D509805D,60,32.0,40.0,2021-10-12 00:07:05
